block,borrowers
11528910,121
11528974,120
11529356,119
11529479,119
11529733,119
11529880,120
11529906,120
11530052,121
11530098,121
11530101,121
11530128,121
11530183,120
11530611,121
11530799,122
11530805,122
11530839,123
11531163,124
11531672,124
11532061,123
11532535,123
11532615,124
11532798,125
11533012,126
11533170,126
11533212,125
11533500,124
11533647,123
11533771,123
11534135,123
11534401,123
11534430,122
11534513,122
11534533,122
11534560,121
11534604,122
11535490,122
11536125,123
11536745,123
11536756,122
11537005,122
11537175,123
11537497,124
11537526,124
11537803,125
11537881,125
11537906,126
11538206,127
11538210,127
11538217,128
11538271,128
11538327,128
11538423,127
11538485,127
11538637,128
11538669,127
11538840,127
11538849,128
11538909,129
11539040,129
11539062,130
11539103,129
11539244,129
11539273,128
11539297,129
11539312,129
11539972,129
11540409,128
11540467,129
11540671,130
11540786,131
11540947,130
11541366,131
11541407,130
11541515,131
11541637,131
11541664,131
11541790,130
11542201,130
11542209,129
11542211,129
11542325,129
11542460,129
11543359,128
11543617,128
11543695,128
11543698,129
11543731,129
11544192,129
11544376,128
11544381,128
11544538,127
11544557,127
11544630,128
11544756,127
11544793,127
11544858,126
11545071,126
11545405,127
11545461,126
11545696,126
11545786,127
11545983,127
11546145,127
11546414,128
11546506,128
11546588,128
11546612,129
11546852,130
11546866,129
11546887,130
11547447,131
11547470,130
11547543,130
11548131,131
11548343,132
11549071,133
11550106,133
11550112,133
11550126,133
11550371,133
11550613,134
11550784,135
11550805,135
11550863,134
11550934,134
11551050,134
11551147,134
11551494,133
11551575,133
11551670,132
11551682,131
11551691,132
11551693,131
11551894,130
11552330,130
11552460,129
11552539,129
11552553,129
11552603,130
11552606,129
11552758,129
11552900,129
11552916,130
11552992,130
11553360,130
11553617,131
11553959,131
11554038,132
11554103,132
11554445,133
11554837,132
11554990,132
11555118,132
11555187,131
11555274,131
11555375,131
11555383,131
11555470,132
11555713,132
11556770,132
11557008,133
11557030,134
11557031,133
11557194,132
11557310,131
11557331,130
11557560,131
11557594,132
11557711,132
11557767,133
11557850,133
11558052,133
11558070,134
11558129,133
11558234,133
11558283,133
11558318,133
11558397,132
11558402,131
11558628,130
11558871,130
11558877,129
11558911,129
11559379,129
11559838,128
11560050,128
11561947,128
11561956,128
11562289,129
11562464,128
11562514,128
11562561,129
11562603,128
11562725,128
11562732,129
11562833,130
11562923,129
11563513,128
11563851,128
11563928,129
11564077,130
11564824,131
11564932,132
11564952,133
11565786,134
11565802,133
11565925,132
11565968,132
11566087,131
11566210,131
11566296,131
11567243,132
11567282,133
11567784,134
11568133,135
11568337,134
11568342,134
11568420,135
11568527,135
11568783,135
11568881,135
11568968,136
11568976,137
11568992,138
11569015,138
11569143,139
11569203,140
11569233,139
11569239,138
11569253,138
11569328,138
11569335,137
11569356,137
11569393,137
11569394,137
11569450,137
11569805,137
11569878,137
11570063,137
11570077,138
11570120,137
11570339,137
11570486,137
11570551,136
11570584,135
11570987,135
11571169,134
11571178,134
11571249,135
11571782,136
11571874,136
11571875,135
11571928,136
11571997,137
11572093,136
11572260,136
11572296,136
11572334,136
11572349,136
11572721,135
11572827,136
11572974,137
11573127,137
11573142,136
11573217,135
11573404,134
11573469,134
11573628,135
11573763,135
11574323,135
11575506,134
11575783,134
11576084,134
11576100,134
11576419,134
11576614,134
11576766,135
11576890,134
11577006,135
11577014,136
11577034,136
11577057,137
11577434,138
11577577,138
11577829,138
11577932,138
11578241,139
11578292,138
11578465,138
11578577,138
11578641,138
11578789,137
11578830,137
11578928,137
11578975,136
11578980,136
11578994,137
11579098,137
11579107,136
11579109,137
11579164,138
11579427,137
11579696,136
11579791,136
11579844,136
11579995,137
11580024,137
11580048,136
11580307,136
11580340,135
11580415,136
11580437,137
11580620,136
11580632,135
11580663,135
11580671,136
11580819,137
11581040,136
11581045,137
11581946,136
11582122,136
11582134,137
11582135,137
11582244,137
11582263,137
11582302,138
11582357,137
11582407,137
11582675,138
11582730,138
11583173,138
11583213,139
11583489,140
11583524,140
11583546,139
11583552,139
11583583,139
11583631,140
11583741,141
11583748,140
11583758,140
11583820,139
11583879,140
11583971,140
11584314,140
11584326,139
11584428,139
11584437,139
11584457,138
11584484,138
11584515,138
11585018,138
11585165,139
11585254,140
11585268,141
11585324,142
11585444,142
11585851,141
11585872,141
11585919,142
11585922,141
11586174,141
11586189,141
11586270,141
11586520,141
11586587,141
11586656,140
11586677,139
11586940,139
11587046,140
11587159,139
11587395,139
11587532,140
11588676,140
11588834,140
11588929,140
11589205,140
11589291,139
11589764,138
11589905,137
11590059,137
11590083,138
11590164,139
11590189,139
11590190,139
11590225,139
11590248,139
11590372,139
11590401,139
11590415,139
11590439,138
11590458,138
11590476,137
11590605,138
11590708,139
11590724,139
11590736,138
11590761,139
11590783,139
11590855,139
11590874,139
11590930,138
11590994,138
11591055,137
11591075,138
11591102,139
11591123,139
11591137,139
11591150,140
11591166,140
11591194,140
11591226,139
11591438,139
11591464,139
11591772,140
11591789,141
11591803,141
11591819,141
11592420,142
11592732,142
11592878,142
11593101,142
11593484,141
11593790,141
11593984,140
11594449,140
11595206,141
11595253,142
11595256,141
11596012,142
11596193,142
11596223,141
11596229,140
11596272,141
11596291,140
11596431,141
11596535,142
11596834,143
11597168,143
11597190,142
11597243,143
11597254,144
11597361,144
11597483,145
11597688,145
11597908,145
11598082,146
11598083,145
11598280,145
11598621,146
11598714,147
11598933,147
11598990,146
11598997,147
11599192,148
11599316,149
11599559,149
11599619,148
11599961,147
11600214,148
11600352,148
11601057,148
11601272,149
11601761,149
11601781,149
11601808,150
11601814,149
11602028,148
11602062,149
11602375,148
11602483,147
11602772,148
11602802,147
11602867,148
11602940,149
11603067,149
11603352,149
11603704,150
11603721,150
11603735,150
11603746,150
11603753,150
11603783,150
11603806,150
11603863,150
11603886,150
11604349,150
11604380,150
11604386,149
11604396,149
11604425,148
11604496,148
11604627,148
11604631,148
11604643,149
11604848,149
11604859,149
11605249,148
11605252,149
11605454,150
11605456,149
11605562,150
11605850,149
11605971,149
11606585,150
11606647,150
11606758,151
11606976,152
11607205,151
11607245,152
11607918,152
11608414,153
11608629,152
11608680,152
11608748,152
11608776,152
11609151,153
11609290,152
11609689,152
11609771,151
11610311,150
11610335,150
11610351,149
11610657,149
11610768,150
11610774,151
11610805,151
11611129,151
11611231,151
11611244,151
11611389,151
11611403,151
11611753,152
11611856,153
11611857,154
11611910,154
11612639,155
11612886,155
11612999,155
11613059,154
11613569,155
11613692,154
11614107,153
11615140,152
11615264,152
11615559,152
11615566,151
11615690,152
11615737,152
11615853,152
11615885,152
11615990,153
11616027,154
11616055,153
11616141,153
11616150,153
11616219,153
11616778,153
11616808,154
11617078,154
11617188,153
11617244,152
11617246,153
11617705,153
11617849,153
11617997,152
11618389,153
11618582,153
11618954,153
11620629,154
11620650,155
11620674,154
11620687,153
11621486,154
11621506,153
11621548,154
11621778,154
11621837,153
11621879,152
11622036,152
11622141,152
11622213,152
11622221,152
11622258,153
11622454,154
11622462,155
11622570,155
11622624,156
11622776,155
11622846,156
11622895,156
11623053,156
11623077,157
11623244,158
11623440,159
11623461,159
11623518,160
11623594,159
11623638,158
11623839,159
11623877,159
11623879,160
11623911,160
11623950,160
11623957,160
11623963,159
11623990,160
11624093,160
11624207,160
11624275,160
11624403,159
11624484,159
11624598,160
11624637,160
11624674,160
11624762,159
11624882,160
11624892,161
11624893,160
11625183,160
11625311,161
11625377,161
11625397,160
11625422,161
11625627,161
11625689,162
11625738,162
11625748,161
11625752,162
11625810,163
11625998,162
11626212,163
11626235,164
11626263,163
11626302,164
11626433,165
11626487,165
11626514,165
11626530,164
11626557,165
11626786,164
11626933,164
11627442,164
11627571,163
11628235,163
11628237,162
11628480,162
11628621,162
11628644,162
11628778,162
11629112,163
11629149,164
11629212,165
11629272,166
11629307,166
11629318,166
11629404,166
11629436,165
11629532,164
11629545,164
11629567,164
11629671,165
11629691,165
11629768,165
11629929,166
11629989,165
11630332,165
11630438,164
11630560,165
11630720,165
11630834,166
11630880,166
11631022,165
11631056,164
11631115,164
11631126,164
11631202,164
11631206,164
11631210,164
11631232,164
11631234,164
11631235,164
11631237,164
11631242,164
11631265,164
11631355,164
11631428,164
11631487,164
11631660,164
11631770,165
11631881,165
11631887,165
11631895,165
11632031,165
11632053,165
11632058,165
11632209,165
11632214,165
11632225,165
11632314,164
11632576,164
11632657,164
11632761,163
11632916,164
11632933,163
11632981,163
11633562,164
11633816,164
11633853,165
11634025,165
11634064,165
11634067,165
11634071,165
11634099,165
11634105,165
11634123,165
11634124,165
11634284,165
11634392,166
11634461,166
11634474,166
11634520,165
11634560,165
11634583,165
11634657,165
11634660,165
11634673,165
11634742,164
11634751,164
11635230,163
11635285,163
11635340,163
11635501,163
11635891,163
11636098,162
11636138,161
11636222,161
11636676,162
11637029,163
11637323,164
11637615,164
11637771,165
11637862,164
11638205,165
11638298,165
11638361,165
11638522,164
11638532,163
11638614,162
11638762,162
11639357,162
11639408,163
11639911,163
11640236,162
11640704,162
11640954,163
11640999,162
11641366,162
11641468,162
11641521,162
11641614,163
11641830,164
11642167,164
11642376,164
11642402,164
11642736,165
11643346,166
11643454,166
11643547,165
11643795,165
11644090,166
11644109,167
11644156,166
11644484,166
11644513,166
11644974,165
11645052,165
11645466,166
11645509,165
11645567,165
11645619,165
11645781,165
11645922,165
11645964,165
11646190,164
11646398,165
11647432,164
11647589,163
11647875,163
11647978,163
11648249,164
11648296,164
11648404,164
11648457,164
11648466,164
11648500,165
11648702,165
11648732,165
11648764,165
11648775,166
11648816,165
11648833,165
11648910,165
11649051,166
11649087,165
11649129,165
11649211,165
11649227,166
11649295,166
11649371,166
11649391,166
11649501,166
11649708,166
11649717,166
11649756,166
11649827,166
11649841,167
11650040,168
11650422,167
11650489,168
11650507,167
11650853,168
11651207,168
11651297,169
11651714,170
11652166,171
11652388,172
11652408,172
11652497,172
11652858,171
11652888,170
11653252,171
11653395,171
11653438,171
11653502,171
11653718,171
11654193,170
11654343,170
11654505,169
11654807,168
11655102,168
11655195,167
11655213,168
11655260,168
11655261,167
11655272,167
11655276,168
11655386,168
11655400,169
11655659,170
11656177,171
11656259,171
11656813,171
11656845,172
11657103,173
11657120,172
11657359,172
11657455,171
11658512,172
11658514,172
11658782,173
11659379,172
11659475,173
11659538,174
11659687,173
11660167,174
11660191,174
11660332,174
11660350,173
11660424,174
11660466,174
11660479,174
11660843,175
11660961,175
11660982,175
11661040,174
11661052,174
11661074,173
11661225,173
11661369,173
11661498,173
11661501,172
11661696,172
11662131,173
11662208,173
11662281,173
11662316,173
11662325,173
11662339,174
11662368,175
11662426,175
11662434,174
11662604,173
11662724,173
11662822,174
11662856,175
11662982,174
11663020,174
11663075,175
11663098,176
11663304,176
11663715,176
11663834,176
11663929,176
11664209,176
11664406,176
11664528,177
11664585,178
11664629,177
11664639,176
11664697,177
11664759,177
11664801,177
11664826,177
11665083,176
11665183,177
11665520,177
11665547,177
11665761,176
11665879,175
11665911,176
11665916,176
11665966,175
11666234,176
11666438,175
11666609,176
11666807,177
11666814,177
11666820,178
11667087,178
11667164,178
11667203,179
11667210,180
11667477,181
11667530,181
11667570,181
11667576,181
11667700,182
11668140,182
11668280,182
11668424,181
11668440,180
11668473,179
11668490,180
11668535,181
11668580,181
11668605,182
11668637,181
11668644,182
11668692,182
11669009,181
11669055,180
11669091,181
11669120,181
11669148,181
11669444,181
11669558,181
11669587,181
11669603,182
11669626,182
11669663,182
11669753,182
11669761,183
11669861,182
11669915,182
11670070,182
11670087,181
11670192,181
11670233,182
11670265,183
11670349,182
11670703,183
11671027,183
11671056,182
11671333,183
11671392,184
11671476,184
11671541,184
11671554,184
11671606,184
11671808,183
11672014,184
11672117,184
11672431,183
11672988,183
11673145,182
11673405,181
11673851,182
11674056,182
11674134,183
11674181,183
11674265,183
11674275,184
11674278,185
11674746,185
11674798,185
11674942,185
11675274,185
11675414,186
11675466,186
11675494,185
11675561,184
11675743,184
11675800,184
11676188,184
11676306,185
11676312,185
11676401,186
11676452,186
11676549,187
11676934,187
11677025,188
11677172,188
11677754,189
11678342,190
11678403,189
11678709,188
11679201,189
11679451,188
11679454,187
11680082,187
11680131,187
11680231,188
11680301,188
11680323,189
11680354,190
11680395,189
11680653,189
11680707,189
11680875,189
11680915,190
11680926,190
11681017,190
11681035,189
11681271,189
11681322,190
11681403,191
11681456,192
11681483,192
11681553,191
11681568,191
11681604,191
11681769,192
11681827,192
11681905,193
11681928,194
11682250,194
11682385,194
11682470,194
11682559,194
11682576,194
11682581,194
11682672,194
11682689,194
11682707,194
11682724,194
11682751,194
11682795,194
11682813,193
11682934,192
11683032,192
11683057,193
11683122,193
11683170,192
11683329,192
11683359,193
11683389,192
11683413,193
11683554,194
11683583,193
11683594,193
11683596,193
11683955,194
11684061,195
11684121,194
11684333,194
11684342,194
11684567,194
11684634,194
11684650,193
11684686,192
11684754,193
11684798,194
11684882,193
11685027,194
11685029,194
11685091,194
11685200,193
11685208,193
11685288,193
11685468,194
11685536,195
11685604,196
11685754,197
11685851,198
11686299,198
11686340,197
11686647,197
11686669,198
11686797,198
11686818,199
11686835,198
11686965,197
11687265,197
11687429,198
11687452,198
11687528,197
11687535,198
11687552,197
11687618,198
11687674,198
11687678,198
11687728,198
11687740,199
11687814,199
11687850,199
11687916,198
11688050,199
11688172,198
11688555,199
11688641,199
11688650,200
11688678,200
11689150,201
11689229,202
11689348,203
11689468,204
11689490,203
11689573,202
11689586,203
11689650,204
11689729,205
11689844,205
11689990,204
11690113,204
11690134,204
11690141,203
11690232,204
11690250,204
11690298,203
11690434,202
11690461,203
11690658,203
11691199,203
11691351,204
11691519,205
11691583,205
11691678,204
11691682,203
11691725,204
11691756,205
11691851,206
11691904,206
11691947,205
11691978,205
11692051,205
11692153,205
11692183,206
11692193,206
11692196,206
11692594,206
11692672,206
11692689,207
11692732,207
11692926,208
11693268,207
11693345,206
11693374,206
11693400,205
11693442,205
11693662,204
11693827,204
11694158,205
11694196,205
11694202,205
11694384,205
11694481,205
11694494,205
11694600,206
11694660,207
11694681,208
11694684,207
11694697,206
11694900,206
11694973,205
11695123,205
11695149,205
11695166,206
11695210,206
11695258,205
11695283,205
11695329,206
11695448,205
11695662,205
11695789,206
11695984,207
11696173,208
11696534,209
11696538,210
11696609,209
11696661,210
11696667,210
11696929,209
11696933,210
11697004,210
11697375,209
11697388,210
11697423,210
11697898,210
11697943,211
11698023,211
11698086,211
11698123,212
11698202,212
11698226,212
11698274,211
11698436,212
11698524,213
11698701,213
11698707,213
11698709,213
11698719,213
11698722,213
11698732,213
11698757,213
11698802,213
11698879,213
11698893,214
11698950,215
11699025,214
11699310,215
11699325,214
11699345,214
11699590,215
11699613,214
11699681,214
11699740,214
11699974,213
11700209,212
11700260,212
11700371,212
11700777,213
11700788,213
11700828,213
11700936,214
11701032,215
11701089,215
11701112,214
11701137,213
11701142,212
11701437,212
11701440,212
11701449,212
11701554,212
11701572,212
11701609,212
11701647,211
11701853,211
11701893,211
11701903,210
11701934,210
11702021,209
11702026,209
11702096,209
11702116,209
11702119,209
11702136,209
11702156,208
11702160,207
11702233,206
11702257,205
11702363,205
11702365,204
11702459,204
11702776,203
11702788,204
11702790,204
11703210,203
11703251,204
11703511,203
11703614,202
11703789,203
11703861,204
11703926,204
11703929,204
11704002,205
11704265,206
11704374,206
11704392,207
11704507,206
11704570,206
11704628,206
11704649,205
11704662,205
11704675,204
11704841,205
11705110,205
11705172,206
11705244,207
11705283,206
11705314,207
11705373,208
11705476,209
11705761,210
11705983,209
11706114,209
11706376,208
11706494,208
11706629,208
11706665,207
11706717,207
11706723,207
11707207,208
11707328,208
11707330,209
11707426,210
11707513,210
11707542,209
11707557,208
11707773,209
11707774,210
11708273,210
11708304,209
11708416,210
11708595,209
11708713,210
11708728,210
11709100,210
11709138,210
11709155,211
11709261,210
11709314,210
11709347,211
11709393,212
11709472,212
11709491,212
11709606,213
11709749,212
11709811,213
11709842,214
11709925,215
11710001,215
11710305,215
11710369,215
11710455,215
11710463,215
11710546,216
11710815,215
11710996,216
11711086,216
11711431,217
11711513,218
11711541,218
11711559,218
11711864,219
11712044,219
11712341,220
11712668,220
11712713,220
11712844,219
11712929,220
11713116,220
11713155,221
11713408,222
11713421,222
11713457,222
11713691,223
11713708,222
11713758,222
11713906,222
11713950,223
11714067,223
11714180,222
11714209,223
11714232,224
11714247,225
11714351,225
11714375,224
11714377,225
11714470,225
11714517,224
11714532,225
11714691,226
11714701,227
11714880,226
11714897,226
11714936,226
11714944,226
11714998,226
11715016,226
11715124,227
11715132,226
11715236,227
11715290,228
11715310,227
11715367,227
11715506,226
11715558,227
11715640,227
11715644,227
11715690,226
11715730,226
11715757,225
11716100,224
11716104,225
11716106,226
11716139,225
11716358,224
11716372,224
11716401,223
11716421,223
11716453,224
11716530,223
11716537,224
11716630,225
11716642,226
11716657,226
11716704,226
11716717,226
11716735,226
11716750,226
11716760,226
11716763,226
11717064,227
11717565,227
11717634,226
11717644,227
11717959,228
11718001,228
11718145,229
11718174,228
11718416,227
11718477,228
11718983,227
11719023,228
11719076,228
11719210,228
11719216,228
11719223,228
11719251,227
11719262,227
11719279,227
11719393,227
11719412,227
11719416,226
11719426,226
11719444,225
11719679,226
11719716,227
11719829,227
11719839,227
11719867,226
11719970,227
11720006,228
11720086,228
11720196,227
11720201,228
11720477,228
11720514,229
11720533,229
11720543,230
11720563,230
11720569,231
11720579,231
11720587,231
11720588,231
11720633,231
11720671,232
11720682,233
11720684,232
11720700,232
11720713,231
11720714,231
11721193,231
11721221,230
11721328,229
11721361,228
11721449,229
11721659,228
11721731,228
11721754,228
11721758,228
11721771,228
11721782,227
11721852,226
11721915,225
11721946,225
11722034,226
11722070,226
11722099,226
11722142,226
11722170,226
11722317,226
11722373,225
11722477,225
11722658,225
11723105,225
11723116,225
11723231,225
11723271,226
11723434,226
11723447,225
11723694,225
11723707,224
11723978,223
11724347,224
11724400,225
11724441,225
11724514,224
11724607,224
11724671,225
11724965,225
11725117,225
11725176,224
11725353,224
11725552,225
11725799,225
11726043,226
11726061,226
11726103,225
11726143,224
11726437,224
11726451,225
11726504,225
11726565,225
11726745,224
11726827,225
11726836,226
11726932,226
11727042,227
11727052,227
11727068,227
11727337,227
11727388,227
11727457,227
11727466,227
11727664,226
11727908,227
11727982,227
11728199,227
11728273,227
11728312,227
11728376,226
11728416,227
11728762,227
11728765,226
11728879,225
11728934,226
11728950,226
11730152,225
11730360,225
11730570,225
11730652,224
11730837,225
11731353,225
11731459,225
11731559,225
11731677,225
11731848,224
11731924,224
11731933,224
11731955,224
11732157,223
11732255,222
11732525,223
11732544,222
11732732,221
11732767,221
11732862,221
11733177,222
11733224,222
11733369,222
11733465,222
11733601,223
11733733,224
11733734,224
11733735,225
11733802,225
11733818,224
11733875,225
11733879,225
11733893,224
11733970,223
11734104,222
11734302,221
11734425,220
11734497,219
11734759,218
11735181,218
11735216,217
11735425,216
11735509,216
11735755,217
11735783,217
11735902,217
11735968,217
11736020,218
11736088,217
11736089,216
11736223,217
11736272,217
11737144,217
11737193,216
11737603,216
11737822,216
11737899,217
11738038,216
11738196,217
11738277,217
11738419,217
11739094,217
11739285,217
11739296,217
11739617,216
11739620,215
11739953,216
11740032,216
11740041,215
11740191,214
11740296,215
11740400,215
11740579,215
11740708,215
11740777,215
11740809,216
11740815,215
11740889,216
11740899,215
11741020,214
11741304,215
11741374,214
11741423,213
11741430,214
11741605,214
11741637,215
11741753,216
11741772,215
11741846,214
11742006,213
11742118,214
11742140,214
11742168,214
11742174,214
11742432,214
11742501,215
11742516,214
11742599,214
11742640,213
11742683,213
11742993,213
11743220,213
11743227,212
11743314,213
11743564,212
11743893,213
11744003,212
11744132,212
11744883,212
11745169,212
11745479,213
11745553,213
11745698,212
11745826,213
11746253,213
11746268,214
11746322,215
11746385,215
11746393,214
11746397,214
11746646,214
11746655,214
11746966,214
11747066,214
11747109,214
11747149,215
11747286,216
11747331,217
11747363,217
11747640,218
11747881,217
11748144,218
11748187,219
11748204,220
11748814,220
11748903,219
11749120,219
11749452,219
11749588,219
11749595,219
11749655,219
11750653,219
11751305,219
11751711,219
11751721,218
11752053,217
11752354,218
11752518,219
11752592,218
11752711,218
11752804,218
11752886,219
11753087,218
11753476,219
11753844,219
11754029,220
11754077,220
11754089,220
11754092,220
11754166,220
11754290,221
11754310,221
11754338,222
11754376,222
11754557,221
11754719,222
11754916,222
11755027,221
11755281,222
11755429,223
11755486,224
11755534,223
11755539,223
11755953,222
11756141,223
11756284,222
11756307,222
11756710,222
11757087,223
11757090,222
11757117,222
11757188,221
11757508,220
11757510,220
11757664,219
11757711,220
11757756,221
